"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"Notice of applications for exemptions; request for comments.","Transportation Department; Federal Motor Carrier Safety Administration","http://www.regulations.gov/#!submitComment;D=FMCSA-2017-0030-0001","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05966/qualification-of-drivers-exemption-applications-diabetes-mellitus","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05966.pdf","03/27/2017",NA,"Qualification of Drivers; Exemption Applications; Diabetes Mellitus",NA,"FMCSA announces receipt of applications from 40 individuals for exemption from the prohibition against persons with insulin-treated diabetes mellitus (ITDM) operating commercial motor vehicles (CMVs) in interstate commerce. If granted, the exemptions would enable these individuals with ITDM to operate CMVs in interstate commerce."
"Notice of availability; draft environmental assessment, draft habitat conservation plan, and permit application.","Interior Department; Fish and Wildlife Service",NA,"04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05969/environmental-assessment-and-habitat-conservation-plan-heart-of-texas-wind-project-mcculloch-county","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05969.pdf","03/27/2017",NA,"Environmental Assessment and Habitat Conservation Plan; Heart of Texas Wind Project; McCulloch County, Texas",NA,"Heart of Texas Wind, LLC (applicant), has applied to the U.S. Fish and Wildlife Service (Service) for an incidental take permit under the Endangered Species Act of 1973, as amended. If granted, the permit would be in effect for 30 years and would authorize incidental take of the black-capped vireo (covered species), a bird listed as endangered under the Act. The applicant has completed a draft HCP (dHCP) as part of the application package. The Service also announces the availability of a draft Environmental Assessment (dEA) that has been prepared to evaluate the permit application in accordance with the requirements of the National Environmental Policy Act. We are making the permit application package, including the dHCP, and dEA, available for public review and comment."
"Notice.","Homeland Security Department; Federal Emergency Management Agency","http://www.regulations.gov/#!submitComment;D=FEMA-2016-0031-0002","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05963/agency-information-collection-activities-submission-for-omb-review-comment-request-write-your-own","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05963.pdf","03/27/2017",NA,"Agency Information Collection Activities: Submission for OMB Review; Comment Request; Write Your Own (WYO) Company Participation Criteria; New Applicant",NA,"The Federal Emergency Management Agency will submit the information collection abstracted below to the Office of Management and Budget for reinstatement and clearance in accordance with the requirements of the Paperwork Reduction Act of 1995. The reinstatement submission will describe the nature of the information collection, the categories of respondents, the estimated burden (i.e., the time, effort and resources used by respondents to respond) and cost, and the actual data collection instruments FEMA will use."
"Notice.","Homeland Security Department; Federal Emergency Management Agency",NA,"04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05997/agency-information-collection-activities-submission-for-omb-review-comment-request-national-flood","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05997.pdf","03/27/2017",NA,"Agency Information Collection Activities: Submission for OMB Review; Comment Request; National Flood Insurance Program Claims Forms",NA,"The Federal Emergency Management Agency (FEMA) will submit the information collection abstracted below to the Office of Management and Budget for review and clearance in accordance with the requirements of the Paperwork Reduction Act of 1995. The submission will describe the nature of the information collection, the categories of respondents, the estimated burden (i.e., the time, effort and resources used by respondents to respond) and cost, and the actual data collection instruments FEMA will use."
"Notice.","Homeland Security Department; Federal Emergency Management Agency",NA,"04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05968/agency-information-collection-activities-submission-for-omb-review-comment-request-emergency","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05968.pdf","03/27/2017",NA,"Agency Information Collection Activities: Submission for OMB Review; Comment Request; Emergency Management Institute (EMI) Independent Study Course Enrollment Application and Test Answer Sheet",NA,"The Federal Emergency Management Agency (FEMA) will submit the information collection abstracted below to the Office of Management and Budget for review and clearance in accordance with the requirements of the Paperwork Reduction Act of 1995. The submission will describe the nature of the information collection, the categories of respondents, the estimated burden (i.e., the time, effort and resources used by respondents to respond) and cost, and the actual data collection instruments FEMA will use."
"Notice.","Health and Human Services Department; Health Resources and Services Administration",NA,"04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05948/agency-information-collection-activities-submission-to-omb-for-review-and-approval-information","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05948.pdf","03/27/2017",NA,"Agency Information Collection Activities: Submission to OMB for Review and Approval; Information Collection Request Title: Ryan White HIV/AIDS Program: Allocation and Expenditure Forms, OMB No. 0915-0318-Revision",NA,"In compliance with the Paperwork Reduction Act of 1995, HRSA has submitted an Information Collection Request (ICR) to the Office of Management and Budget (OMB) for review and approval. Comments submitted during the first public review of this ICR will be provided to OMB. OMB will accept further comments from the public during the review and approval period."
"Notice.","Health and Human Services Department; Health Resources and Services Administration",NA,"05/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05946/agency-information-collection-activities-proposed-collection-public-comment-request-information","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05946.pdf","03/27/2017",NA,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Information Collection Request Title: Application and Other Forms Used by the National Health Service Corps (NHSC) Scholarship Program (SP), the NHSC Students To Service Loan Repayment Program (S2S LRP), and the Native Hawaiian Health Scholarship Program (NHHSP), OMB No. 0915-0146-Extension",NA,"In compliance with the requirement for opportunity for public comment on proposed data collection projects of the Paperwork Reduction Act of 1995, HRSA announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). Prior to submitting the ICR to OMB, HRSA seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR."
"Notice.","Health and Human Services Department; Centers for Medicare & Medicaid Services","http://www.regulations.gov/#!submitComment;D=CMS_FRDOC_0001-2159","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-06013/agency-information-collection-activities-submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-06013.pdf","03/27/2017",NA,"Agency Information Collection Activities: Submission for OMB Review; Comment Request",NA,"The Centers for Medicare & Medicaid Services (CMS) is announcing an opportunity for the public to comment on CMS' intention to collect information from the public. Under the Paperwork Reduction Act of 1995 (PRA), federal agencies are required to publish notice in the Federal Register concerning each proposed collection of information, including each proposed extension or reinstatement of an existing collection of information, and to allow a second opportunity for public comment on the notice. Interested persons are invited to send comments regarding the burden estimate or any other aspect of this collection of information, including the necessity and utility of the proposed information collection for the proper performance of the agency's functions, the accuracy of the estimated burden, ways to enhance the quality, utility, and clarity of the information to be collected; and the use of automated collection techniques or other forms of information technology to minimize the information collection burden."
"Notice of proposed rulemaking (NPRM).","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2017-0244-0001","05/11/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05770/airworthiness-directives-the-boeing-company-airplanes","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05770.pdf","03/27/2017",NA,"Airworthiness Directives; The Boeing Company Airplanes","Air transportation; Aircraft; Aviation safety","We propose to adopt a new airworthiness directive (AD) for all The Boeing Company Model 737-300, -400, and -500 series airplanes. This proposed AD was prompted by a determination that supplemental inspections are required for timely detection of fatigue cracking for certain structural significant item (SSIs). This proposed AD would require revising the maintenance or inspection program, as applicable, to add supplemental inspections. This proposed AD would also require inspections to detect cracks in each SSI, and repair of any cracked structure. We are proposing this AD to address the unsafe condition on these products."
"Notice.","Education Department","http://www.regulations.gov/#!submitComment;D=ED-2017-ICCD-0033-0001","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05947/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05947.pdf","03/27/2017",NA,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Application for the Fulbright-Hays Group Projects Abroad Program",NA,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection."
"Notice of proposed rulemaking (NPRM).","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2016-9511-0001","05/11/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05803/proposed-amendment-of-class-d-airspace-kingsville-tx","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05803.pdf","03/27/2017",NA,"Proposed Amendment of Class D Airspace; Kingsville, TX","Airspace; Navigation (air)","This action proposes to modify Class D airspace extending up to 2,500 feet above the surface at Kingsville Naval Air Station (NAS), Kingsville, TX. This action is necessary due to the decommissioning of the Kingsville radio beacon (RBN), and cancellation of the RBN approach, and would enhance the safety and management of instrument flight rules (IFR) operations at the airport. This action would also update the geographic coordinates of the airport."
"Notice and request for comments.","Agriculture Department; Rural Utilities Service","http://www.regulations.gov/#!submitComment;D=RUS_FRDOC_0001-0526","05/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-06027/information-collection-activity-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-06027.pdf","03/27/2017",NA,"Information Collection Activity; Comment Request",NA,"In accordance with the Paperwork Reduction Act of 1995, the United States Department of Agriculture's Rural Utilities Service (RUS) invites comments on this information collection for which RUS intends to request approval from the Office of Management and Budget (OMB)."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0046-0002","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-06000/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-06000.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0043-0002","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05985/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05985.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0040-0002","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05986/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05986.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0042-0002","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05984/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05984.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0039-0003","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05995/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05995.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0044-0002","05/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05996/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05996.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Defense Department; Defense Acquisition Regulations System","http://www.regulations.gov/#!submitComment;D=DARS-2016-0045-0002","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05994/submission-for-omb-review-comment-request","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05994.pdf","03/27/2017",NA,"Submission for OMB Review; Comment Request",NA,"The Defense Acquisition Regulations System has submitted to OMB for clearance, the following proposal for collection of information under the provisions of the Paperwork Reduction Act."
"Notice.","Education Department","http://www.regulations.gov/#!submitComment;D=ED-2017-ICCD-0041-0001","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05983/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05983.pdf","03/27/2017",NA,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; Impact Aid Discretionary Construction Grant Program (1894-0001)",NA,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing an extension of an existing information collection."
"Notice and request for comments.","Agriculture Department; Agricultural Marketing Service","http://www.regulations.gov/#!submitComment;D=AMS_FRDOC_0001-1581","05/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05976/notice-of-request-for-extension-of-a-currently-approved-information-collection","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05976.pdf","03/27/2017",NA,"Notice of Request for Extension of a Currently Approved Information Collection",NA,"This notice announces the Agricultural Marketing Service's (AMS) intention to request approval, from the Office of Management and Budget, for an extension of the currently approved information collection request Web-Based Supply Chain Management Commodity Offer Form, Paperwork Collection Notice. This information collection is necessary to support the procurement of agricultural commodities for domestic nutrition assistance programs. AMS issues invitations to purchase fresh and processed commodities for domestic nutrition assistance programs on a year round basis. The extension of the information collection request is required to continue using our Web- Based Supply Chain Management (WBSCM) system, which allows respondents to submit information electronically. The information collection burden for respondents should not increase."
"Notice.","Health and Human Services Department; Health Resources and Services Administration",NA,"05/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05944/agency-information-collection-activities-proposed-collection-public-comment-request-ryan-white","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05944.pdf","03/27/2017",NA,"Agency Information Collection Activities: Proposed Collection: Public Comment Request; Ryan White HIV/AIDS Program Client-Level Data Reporting System, OMB No. 0915-0323-Extension",NA,"In compliance with the requirement for opportunity for public comment on proposed data collection projects of the Paperwork Reduction Act of 1995, HRSA announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). Prior to submitting the ICR to OMB, HRSA seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR."
"Notice of proposed rulemaking.","Homeland Security Department; Coast Guard","http://www.regulations.gov/#!submitComment;D=USCG-2017-0010-0001","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05989/special-local-regulations-sector-ohio-valley-annual-and-recurring-special-local-regulations-update","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05989.pdf","03/27/2017",NA,"Special Local Regulations; Sector Ohio Valley Annual and Recurring Special Local Regulations Update","Marine safety; Navigation (water); Reporting and recordkeeping requirements; Waterways","The Coast Guard is amending and updating its special local regulations relating to recurring marine parades, regattas, and other events that take place in the Coast Guard Sector Ohio Valley area of responsibility (AOR). This notice informs the public of regularly scheduled events that require additional safety measures through establishing a special local regulation. Through this notice the current list of recurring special local regulations is updated with revisions, additional events, and removal of events that no longer take place in Sector Ohio Valley's AOR. When these special local regulations are enforced, certain restrictions are placed on marine traffic in specified areas. Additionally, this one proposed rulemaking project reduces administrative costs involved in producing separate proposed rules for each individual recurring special local regulation and serves to provide notice of the known recurring special local regulations throughout the year."
"Proposed rule; delay of effective date.","Labor Department; Mine Safety and Health Administration","http://www.regulations.gov/#!submitComment;D=MSHA-2014-0030-0129","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05979/examinations-of-working-places-in-metal-and-nonmetal-mines","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05979.pdf","03/27/2017",NA,"Examinations of Working Places in Metal and Nonmetal Mines",NA,"On January 23, 2017, the Mine Safety and Health Administration (MSHA) published a final rule in the Federal Register amending the Agency's standards for the examination of working places in metal and nonmetal mines. The effective date of this final rule is May 23, 2017. MSHA is proposing to delay the effective date of the final rule on Examinations of Working Places in Metal and Nonmetal Mines to assure that mine operators and miners affected by the examinations final rule have the training and compliance assistance they need prior to the rule's effective date. This proposed rule would delay the effective date of the final rule to July 24, 2017. MSHA is soliciting comments on the limited issue of whether to extend the effective date to July 24, 2017, and whether this extension offers an appropriate length of time for MSHA to provide stakeholders training and compliance assistance."
"Notice.","Education Department","http://www.regulations.gov/#!submitComment;D=ED-2017-ICCD-0001-0004","04/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05982/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05982.pdf","03/27/2017",NA,"Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; High School Equivalency Program (HEP) Annual Performance Report",NA,"In accordance with the Paperwork Reduction Act of 1995, ED is proposing a revision of an existing information collection."
"Notice of proposed rulemaking (NPRM).","Transportation Department; Federal Aviation Administration","http://www.regulations.gov/#!submitComment;D=FAA-2017-0243-0001","05/11/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05769/airworthiness-directives-the-boeing-company-airplanes","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05769.pdf","03/27/2017",NA,"Airworthiness Directives; The Boeing Company Airplanes","Air transportation; Aircraft; Aviation safety; Safety","We propose to adopt a new airworthiness directive (AD) for all The Boeing Company Model 737-100, -200, and -200C series airplanes. This proposed AD was prompted by a report of incidents involving fatigue cracking in transport category airplanes that are approaching or have exceeded their design service objective and a structural reevaluation that was conducted by the manufacturer. We have determined that supplemental inspections are required for timely detection of fatigue cracking for certain structurally significant items (SSIs). This proposed AD would require revising the maintenance or inspection program, as applicable, to add supplemental inspections. This proposed AD would also require inspections to detect cracks in each SSI, and repair of any cracked structure. We are proposing this AD to address the unsafe condition on these products."
"Notice of availability.","Defense Department; Engineers Corps",NA,"05/11/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05874/availability-of-the-revised-draft-environmental-impact-statement-for-the-lower-bois-darc-creek","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05874.pdf","03/27/2017",NA,"Availability of the Revised Draft Environmental Impact Statement for the Lower Bois d'Arc Creek Reservoir Project, Fannin County, TX",NA,"The U.S. Army Corps of Engineers (USACE) Tulsa District has prepared a Revised Draft Environmental Impact Statement (RDEIS) to analyze the direct, indirect and cumulative effects of the construction of the proposed Lower Bois d'Arc Creek Reservoir (LBCR) and related actions proposed by the North Texas Municipal Water District (NTMWD) in Fannin County, Texas. The Proposed Action is a regional water supply project intended to provide up to 175,000 acre-feet/year (AFY), with an estimated firm yield of 120,665 AFY, of new water for NTMWD's member cities and direct customers in all or portions of nine counties in northern Texas--Collin, Dallas, Denton, Fannin, Hopkins, Hunt, Kaufman, Rains and Rockwall. Construction of the reservoir and related facilities would result in permanent impacts to approximately 5,874 acres of wetlands and 651,140 linear feet of streams, and 78 acres of open waters. This action requires authorization from the USACE under Section 404 of the Clean Water Act (CWA). The Section 404 of the CWA permit applicant is the NTMWD. The RDEIS was prepared in accordance with the National Environmental Policy Act (NEPA) of 1969, as amended, and the USACE's regulations for NEPA implementation (33 Code of Federal Regulations [CFR] parts 230 and 325 (with associated Appendices B and C). The USACE, Tulsa District, Regulatory Office is the lead federal agency responsible for the RDEIS and information contained in the EIS will serve as the basis for a decision whether or not to issue a Section 404 of the CWA permit. It also provides information for Federal, State and local agencies having jurisdictional responsibility for affected resources."
"Draft regulatory guide; request for comment.","Nuclear Regulatory Commission","http://www.regulations.gov/#!submitComment;D=NRC-2017-0079-0001","05/26/2017",NA,"https://www.federalregister.gov/documents/2017/03/27/2017-05949/quality-assurance-program-criteria-design-and-construction","https://www.gpo.gov/fdsys/pkg/FR-2017-03-27/pdf/2017-05949.pdf","03/27/2017",NA,"Quality Assurance Program Criteria (Design and Construction)",NA,"The U.S. Nuclear Regulatory Commission (NRC) is issuing for public comment draft regulatory guide (DG), DG-1326, ``Quality Assurance Program Criteria (Design and Construction).'' This proposed guide, Revision 5, updates the guidance to endorse, with clarification or exceptions, multiple revisions of the American Society of Mechanical Engineers standard NQA-1 titled ``Quality Assurance Requirements for Nuclear Facility Applications.'' The proposed revision describes methods that NRC considers acceptable for establishing and implementing a quality assurance (QA) program for the design and construction of nuclear power plants and fuel reprocessing plants."
"30-day notice and request for comments.","Personnel Management Office","http://www.regulations.gov/#!submitComment;D=OPM_FRDOC_0001-1270","04/27/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06029/submission-for-review-court-orders-affecting-retirement-benefits","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06029.pdf","03/28/2017",NA,"Submission for Review: Court Orders Affecting Retirement Benefits",NA,"The Retirement Services, Office of Personnel Management (OPM) offers the general public and other Federal agencies the opportunity to comment on an extension, without change, of a currently approved information collection request (ICR), Court Orders Affecting Retirement Benefits."
"Biweekly notice.","Nuclear Regulatory Commission","http://www.regulations.gov/#!submitComment;D=NRC-2017-0080-0001","04/27/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-05990/biweekly-notice-applications-and-amendments-to-facility-operating-licenses-and-combined-licenses","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-05990.pdf","03/28/2017",NA,"Biweekly Notice; Applications and Amendments to Facility Operating Licenses and Combined Licenses Involving No Significant Hazards Considerations",NA,"Pursuant to Section 189a.(2) of the Atomic Energy Act of 1954, as amended (the Act), the U.S. Nuclear Regulatory Commission (NRC) is publishing this regular biweekly notice. The Act requires the Commission to publish notice of any amendments issued, or proposed to be issued, and grants the Commission the authority to issue and make immediately effective any amendment to an operating license or combined license, as applicable, upon a determination by the Commission that such amendment involves no significant hazards consideration, notwithstanding the pendency before the Commission of a request for a hearing from any person. This biweekly notice includes all notices of amendments issued, or proposed to be issued, from February 28, 2017 to March 13, 2017. The last biweekly notice was published on March 14, 2017."
"Renewal of existing information collection; request for comment.","Nuclear Regulatory Commission","http://www.regulations.gov/#!submitComment;D=NRC-2017-0066-0002","05/30/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06018/information-collection-nrc-form-4-cumulative-occupational-exposure-history","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06018.pdf","03/28/2017",NA,"Information Collection: NRC Form 4, “Cumulative Occupational Exposure History”",NA,"The U.S. Nuclear Regulatory Commission (NRC) invites public comment on the renewal of Office of Management and Budget (OMB) approval for an existing collection of information. The information collection is entitled, NRC Form 4, ``Cumulative Occupational Exposure History.''"
"Request for public comments.","Labor Department; Mine Safety and Health Administration","http://www.regulations.gov/#!submitComment;D=MSHA-2017-0002-0001","05/30/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06074/proposed-extension-of-information-collection-safety-defects-examination-correction-and-records","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06074.pdf","03/28/2017",NA,"Proposed Extension of Information Collection; Safety Defects; Examination, Correction, and Records",NA,"The Department of Labor, as part of its continuing effort to reduce paperwork and respondent burden, conducts a pre-clearance consultation program to provide the general public and Federal agencies with an opportunity to comment on proposed collections of information in accordance with the Paperwork Reduction Act of 1995. This program helps to assure that requested data can be provided in the desired format, reporting burden (time and financial resources) is minimized, collection instruments are clearly understood, and the impact of collection requirements on respondents can be properly assessed. Currently, the Mine Safety and Health Administration (MSHA) is soliciting comments on the information collection for Safety Defects; Examination, Correction, and Records."
"Notice.","Labor Department; Office of the Secretary","http://www.regulations.gov/#!submitComment;D=DOL_FRDOC_0001-1028","04/27/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06073/agency-information-collection-activities-submission-for-omb-review-comment-request-job-corps","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06073.pdf","03/28/2017",NA,"Agency Information Collection Activities; Submission for OMB Review; Comment Request; Job Corps Enrollee Allotment Determination",NA,"The Department of Labor (DOL) is submitting the Employment Training Administration (ETA) sponsored information collection request (ICR) titled, ``Job Corps Enrollee Allotment Determination,'' to the Office of Management and Budget (OMB) for review and approval for continued use, without change, in accordance with the Paperwork Reduction Act of 1995 (PRA). Public comments on the ICR are invited."
"60-day notice.","Justice Department; Drug Enforcement Administration",NA,"05/30/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06079/agency-information-collection-activities-proposed-ecollection-ecomments-requested-extension-with-or","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06079.pdf","03/28/2017",NA,"Agency Information Collection Activities; Proposed eCollection eComments Requested; Extension With or Without Change, of a Previously Approved Collection Drug Questionnaire (DEA-341)",NA,"The Department of Justice (DOJ), Drug Enforcement Administration (DEA), will be submitting the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995."
"Notice.","Health and Human Services Department; Food and Drug Administration","http://www.regulations.gov/#!submitComment;D=FDA-2017-N-0932-0001","05/30/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06078/agency-information-collection-activities-proposed-collection-comment-request-experimental-study-on","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06078.pdf","03/28/2017",NA,"Agency Information Collection Activities; Proposed Collection; Comment Request; Experimental Study on Warning Statements for Cigarette Graphic Health Warnings",NA,"The Food and Drug Administration (FDA) is announcing an opportunity for public comment on the proposed collection of certain information by the Agency. Under the Paperwork Reduction Act of 1995 (the PRA), Federal Agencies are required to publish notice in the Federal Register concerning each proposed collection of information and to allow 60 days for public comment in response to the notice. This notice solicits comments on the Experimental Study on Warning Statements for Cigarette Graphic Health Warnings that is being conducted in support of the graphic label statement provision of the Family Smoking Prevention and Tobacco Control Act (the Tobacco Control Act)."
"Notice--Receipt of petition.","Environmental Protection Agency","http://www.regulations.gov/#!submitComment;D=EPA_FRDOC_0001-20467","04/27/2017",NA,"https://www.federalregister.gov/documents/2017/03/28/2017-06113/epa-mid-atlantic-region-iii-maryland-marine-sanitation-device-standard-receipt-of-petition","https://www.gpo.gov/fdsys/pkg/FR-2017-03-28/pdf/2017-06113.pdf","03/28/2017",NA,"EPA-Mid-Atlantic Region III; Maryland Marine Sanitation Device Standard-Receipt of Petition",NA,"Notice is hereby given that a petition has been received from the Secretary of the Maryland Department of Natural Resources on behalf of the State of Maryland requesting a determination by the Regional Administrator, U.S. Environmental Protection Agency (EPA) Mid-Atlantic Region, that adequate facilities for the safe and sanitary removal and treatment of sewage from all vessels are reasonably available for the Chester River, Kent and Queen Anne's Counties, Maryland. EPA is requesting comments on this petition and whether EPA should designate the Chester River and its tributaries as a No Discharge Zone as provided in the Clean Water Act. The petition is available upon request from EPA (at the email address below) or at http://dnr.maryland.gov/ boating/Documents/FINAL_CRA_NDZ_APPLICATION.pdf."
